time,open,high,low,close,volume,note
2020-07-20,250.0000,295.0000,205.6000,212.4000,24237613,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-03-25,141.0500,142.8800,140.3100,141.2000,299195,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-03-26,142.0100,143.2500,141.3400,142.8400,340449,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-03-29,143.0000,143.9600,140.3000,140.5000,436434,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-03-30,139.5000,141.5800,139.5000,140.1900,277987,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-03-31,140.0800,141.3900,139.2800,140.8900,253713,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-01,141.5500,145.1800,141.4200,143.1900,472595,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-02,144.6900,148.0000,143.5500,146.0100,644778,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-06,147.0000,147.3000,143.6700,144.0000,396193,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-07,144.2400,144.2400,142.0100,143.3000,306399,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-08,143.2700,144.8000,141.6800,141.7000,383048,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-09,141.4100,142.0000,139.8600,142.0000,516221,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-12,141.9900,142.7500,139.0200,139.1800,396495,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-13,138.3800,139.8300,138.1100,138.5900,323953,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-14,138.5900,140.5600,138.3100,139.1100,321251,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-15,138.9600,138.9600,127.0000,131.3000,1169468,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-16,131.0000,131.9800,127.8000,131.2800,812413,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-19,131.3900,133.2500,129.6700,132.4600,760573,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-20,132.5000,132.5400,128.5600,128.6300,976314,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-21,128.0000,131.5300,127.8000,130.0000,543986,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-22,129.9900,131.4800,129.5500,130.6000,517969,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-23,130.0000,131.8700,129.3800,129.9600,483041,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-26,130.0000,132.1800,128.9100,129.9000,582032,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-27,128.8100,128.8100,119.2100,119.4000,1803468,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-28,120.5100,120.6000,116.5800,118.2000,1227983,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-29,117.5000,120.4700,116.0200,116.2500,829610,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-04-30,116.7500,116.7500,111.1100,111.6900,1394523,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-06,112.3900,112.3900,109.5000,110.7400,866877,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-07,110.8300,111.4800,106.6600,106.7100,806821,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-10,106.8000,108.3000,104.6500,105.3000,725846,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-11,105.8100,113.0000,105.4800,111.0200,1083472,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-12,110.7700,111.8100,107.8400,109.8100,542431,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-13,109.6600,120.4200,109.0000,114.7500,1745216,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-14,113.0000,114.5000,112.3000,114.0500,830514,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-17,113.5600,115.9000,112.2200,112.2600,725676,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-18,114.5000,116.1900,113.0000,114.1700,689561,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-19,113.1700,114.5000,112.0000,112.6600,439048,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-20,113.0000,116.3900,112.6900,113.3700,529786,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-21,113.3600,114.4600,112.4300,112.8400,426958,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-24,112.0800,113.0200,110.0500,112.4900,579324,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-25,112.0000,114.6800,112.0000,114.0700,689305,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-26,114.4300,116.0000,114.0500,114.2200,624648,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-27,114.0000,119.3900,113.4100,118.2900,1306466,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-28,117.7000,117.7000,115.0400,115.3500,865427,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-05-31,115.8800,118.8600,115.8000,118.6500,877705,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-01,119.5800,127.7100,119.5800,124.6000,2200445,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-02,122.8000,125.4600,121.8100,123.2500,1084944,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-03,124.2500,124.5900,121.0000,122.1000,759700,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-04,121.7900,123.6600,119.2100,119.7700,961428,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-07,121.0000,125.7600,120.5000,121.1400,1054954,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-08,120.7000,120.9500,116.7000,117.3600,1055117,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-09,118.0000,119.7200,117.0300,117.2500,729650,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-10,118.0100,122.0000,116.7800,121.2600,1197269,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-11,121.8100,121.8800,116.9300,117.1100,1107231,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-15,117.0000,121.3800,115.9900,119.2500,1162786,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-16,119.2000,123.3800,117.8800,118.7000,1108423,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-17,118.7100,127.9900,117.7000,125.5000,2301945,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-18,124.3200,126.5000,123.1100,123.8300,1316327,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-21,124.0000,128.5500,123.0000,126.8000,1358920,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-22,127.0100,128.5000,123.8000,124.1100,1187087,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-23,125.2600,133.8700,125.0000,131.0000,2590508,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-24,129.3600,138.8800,129.2000,135.7500,2590174,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-25,135.7700,137.1800,131.8100,134.8000,1682590,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
2021-06-28,133.5000,136.7800,132.3600,134.1200,1388191,sh.688256 | 寒武纪 | baostock | adjustflag=3 raw
